3.605393777535384,4.1692107471768525,0,low
0.3895048297524917,9.633621235267318,0,low
9.264370529966893,8.410760706287494,1,high
14.498678583842956,17.18363997042688,1,high
8.404072091754548,3.423231072233466,0,low
9.708541963355648,6.777279212074008,1,high
0.25561629181217294,5.4106566659566235,0,low
9.747432146397433,13.820827008991923,1,high
18.836133046867324,4.408090332754513,1,high
17.015901787535576,16.239018410773735,1,high
14.599289404416371,0.21053748632216873,0,low
2.1747214373794987,11.224073933259994,0,low
17.878083405701624,16.274523748303928,1,high
17.143084941456593,14.902005921176713,1,high
3.3017323519045427,3.78222710521124,0,low
12.646680276469922,0.12281732692196456,0,low
0.4096722558246535,15.440877428890724,0,low
2.3347453756003245,19.156643361865505,0,low
6.327346232250807,14.038757681886223,0,low
3.158246133498739,5.951565337301011,0,low
15.179591763210107,15.359854839111819,1,high
16.36550715728287,13.764366497852283,1,high
6.892489819184348,7.743669607620445,0,low
6.375975937248672,12.304116501861124,0,low
2.2332246398932076,8.551104796886813,0,low
1.679062866441141,11.685792863137898,0,low
14.254518713776857,14.052710377309038,1,high
11.990867925153111,2.237903437673534,0,low
1.1134735917015681,18.46539851688901,0,low
9.595945633188608,19.777725477266316,1,high
8.033529612613044,13.5482154697608,1,high
16.95957995093949,15.903295509153057,1,high
14.356983586797575,0.5815269867617978,0,low
12.041281024976492,3.5551814207144927,0,low
11.047676430109945,17.49855490555434,1,high
18.98204795493275,14.898641547372357,1,high
19.733466607169373,10.161803264563432,1,high
6.761080992990555,2.5666780365553676,0,low
4.797493581049467,9.685684769062174,0,low
15.928715079758923,10.31546975699063,1,high
1.2737286154931082,6.225293268487688,0,low
7.292312859920822,0.9132308519758103,0,low
1.400456052490049,8.753613201641992,0,low
6.3873541410182,1.917692198360823,0,low
1.4076519021391376,0.9042022381538706,0,low
5.805273342706241,13.696574373342557,0,low
15.802022468675789,16.983814904151583,1,high
18.108006416001437,2.50414366386724,1,high
15.852427701598524,2.581280144236724,1,high
11.236374202897569,9.461200041513129,1,high
12.320367701453028,3.9511701833067825,1,high
7.229670844064035,15.632454976538522,1,high
3.376345971709056,12.148277262839834,0,low
8.724818673303218,8.870001885538175,1,high
14.656506726963523,19.64058217159807,1,high
1.2577524772140092,14.179108276122639,0,low
